id,title,content,type,is_vignette,is_random,created_at,updated_at
910,BE 181120 - AR 02,"<p>A 35-year-old female came with the chief complaint of inability to walk due to pain in her distal left lower leg. Twelve months ago, she had an open fracture (Gustilo-Anderson grade IIIB) of the left tibia which was treated with several debridement and external fixation. The bone exposed eventually covered by poor soft tissue. There was no sign of infection. An x-ray was done as shown below:</p>",essay,1,0,2020-11-15 11:53:01,2020-11-15 11:54:54
911,BE 181120 - AR 03,<p>A 30-years old basketballer suddenly stopped and fell on the ground while dribbling a ball. He felt a sudden pain in his right ankle. The player was immediately brought to a hospital. The initial x-ray showed no abnormality on the bone.</p>,essay,1,0,2020-11-15 11:55:22,2020-11-15 11:56:47
912,BE 181120 - AR 04,"<p>A 25-years old footballer came with a painful right knee after falling during a match 10 days ago. At that time, he recalled that he twisted his right knee. He also recalled that he felt a popping sensation at the time of injury, followed by swelling. He was unable to continue playing. Physical examination revealed a soft endpoint during an anterior drawer test. No posterior sag of the tibia was observed.</p>",essay,1,0,2020-11-15 11:57:14,2020-11-15 11:59:41
913,BE 181120 - AR 05,<p>A 45-years old man sustained an injury to the left ankle. There was an open wound. Distal perfusion and sensation were normal. X-rays were carried out in the ER.</p>,essay,1,0,2020-11-15 12:00:11,2020-11-15 12:01:58
914,BE 181120 - Spine 01,"<p>This is an MRI of a gentleman 48 years old, he suffering from back pain and getting worse for the last 5 days. He also has a fever. He has a history of diabetes mellitus for the last 2 years.</p>",essay,1,0,2020-11-15 12:03:00,2020-11-15 12:05:21
915,BE 181120 - Spine 02,"<p>Female, 56 years old, complaining of bilateral leg pain in the last 6 months ago. The leg pain getting worst in the last 2 weeks. She still able to walk, but after just a few meters she felt pain radiating from her back to her leg. Normal bowel and bladder function.</p>",essay,1,0,2020-11-15 12:05:57,2020-11-15 12:09:31
916,BE 181120 - SPine 03,"<p>Male, 40 years old, came to the ER after felt from the roof about 6 meters. He was suddenly unable to move both his leg with motoric 0/5 and sensory 0/2 with intact bulbocavernosus reflex and perianal sensation.</p>",essay,1,0,2020-11-15 12:10:13,2020-11-15 12:13:55
917,BE 181120 - Spine 04,"<p>A 48 years of age female, complaining of severe leg pain in her left lower leg after carrying heavy stuff. No bladder and bowel problem, SLR 30 degree on the left lower leg</p>",essay,1,0,2020-11-15 12:14:38,2020-11-15 12:16:53
918,BE 181120 - Spine 05,"<p>This is a sagittal CT scan of a 77-year-old woman, who has been experiencing back pain for about 1 month after tried to lift heavy stuff. The pain is aggravated when she walks, change her position. No muscle weakness and sensory disturbances.</p>",essay,1,0,2020-11-15 12:17:19,2020-11-15 12:19:13
919,BE 181120 - 01,,multiple-choice,0,1,2020-11-15 12:21:20,2020-11-15 12:21:20
920,BE 181120 - 02,,multiple-choice,0,1,2020-11-15 12:24:32,2020-11-15 12:24:32
921,BE 181120 - 03,,multiple-choice,0,1,2020-11-15 12:57:43,2020-11-15 12:57:43
922,BE 181120 - 04,,multiple-choice,0,1,2020-11-15 19:18:50,2020-11-15 19:18:50
923,BE 181120 - 05,,multiple-choice,0,1,2020-11-15 19:21:30,2020-11-15 19:21:30
924,BE 181120 - 06,,multiple-choice,0,1,2020-11-15 19:24:53,2020-11-15 19:24:53
925,BE 181120 - 07,,multiple-choice,0,1,2020-11-15 20:05:20,2020-11-15 20:05:20
926,BE 181120 - 08,,multiple-choice,0,1,2020-11-15 20:21:00,2020-11-15 20:21:00
927,BE 181120 - 09,,multiple-choice,0,1,2020-11-15 20:26:29,2020-11-15 20:26:29
928,BE 181120 - 10,,multiple-choice,0,1,2020-11-15 20:30:31,2020-11-15 20:30:31
929,BE 181120 - 11,,multiple-choice,0,1,2020-11-15 20:39:53,2020-11-15 20:39:53
930,BE 181120 - 12,,multiple-choice,0,1,2020-11-15 20:45:47,2020-11-15 20:45:47
931,BE 181120 - 13,,multiple-choice,0,1,2020-11-15 20:47:54,2020-11-15 20:47:54
932,BE 181120 - 14,,multiple-choice,0,1,2020-11-15 20:50:08,2020-11-15 20:50:08
933,BE 181120 - 15,,multiple-choice,0,1,2020-11-15 20:53:49,2020-11-15 20:53:49
934,BE 181120 - 16,,multiple-choice,0,1,2020-11-15 21:06:03,2020-11-15 21:06:03
935,BE 181120 - 17,,multiple-choice,0,1,2020-11-15 21:08:04,2020-11-15 21:08:04
936,BE 181120 - 18,,multiple-choice,0,1,2020-11-15 21:09:48,2020-11-15 21:09:48
937,BE 181120 - 19,,multiple-choice,0,1,2020-11-15 21:12:25,2020-11-15 21:12:25
938,BE 181120 - 20,,multiple-choice,0,1,2020-11-15 21:22:45,2020-11-15 21:22:45
939,BE 181120 - 21,,multiple-choice,0,1,2020-11-15 21:26:02,2020-11-15 21:26:02
940,BE 181120 - 22,,multiple-choice,0,1,2020-11-15 21:28:25,2020-11-15 21:28:25
941,BE 181120 - 23,,multiple-choice,0,1,2020-11-15 21:35:52,2020-11-15 21:35:52
942,BE 181120 - 24,,multiple-choice,0,1,2020-11-15 21:37:51,2020-11-15 21:37:51
943,BE 181120 - 25,,multiple-choice,0,1,2020-11-15 21:40:54,2020-11-15 22:20:19
944,BE 181120 - 26,,multiple-choice,0,1,2020-11-15 22:11:39,2020-11-15 22:12:25
945,BE 181120 - 27,,multiple-choice,0,1,2020-11-15 22:20:40,2020-11-15 22:20:40
946,BE 181120 - 28,,multiple-choice,0,1,2020-11-15 22:22:07,2020-11-15 22:22:07
947,BE 181120 - 29,,multiple-choice,0,1,2020-11-15 22:23:48,2020-11-15 22:23:48
948,BE 181120 - 30,,multiple-choice,0,1,2020-11-15 22:25:28,2020-11-15 22:25:28
949,BE 181120 - 31,,multiple-choice,0,1,2020-11-15 22:27:08,2020-11-15 22:27:08
950,BE 181120 - 32,,multiple-choice,0,1,2020-11-15 22:31:02,2020-11-15 22:31:02
951,BE 181120 - 33,,multiple-choice,0,1,2020-11-15 22:49:51,2020-11-15 22:49:51
952,BE 181120 - 34,,multiple-choice,0,1,2020-11-15 22:56:21,2020-11-15 22:56:21
953,BE 181120 - 35,,multiple-choice,0,1,2020-11-15 22:58:10,2020-11-15 22:58:10
954,BE 181120 - 37,,multiple-choice,0,1,2020-11-15 23:01:27,2020-11-15 23:01:27
955,BE 181120 - 36,,multiple-choice,0,1,2020-11-15 23:03:17,2020-11-15 23:03:17
956,BE 181120 - 38,,multiple-choice,0,1,2020-11-15 23:24:43,2020-11-15 23:27:04
957,BE 181120 - 39,,multiple-choice,0,1,2020-11-15 23:35:06,2020-11-15 23:35:06
958,BE 181120 - 40,,multiple-choice,0,1,2020-11-15 23:39:44,2020-11-15 23:39:44
959,BE 181120 - 41,,multiple-choice,0,1,2020-11-15 23:44:04,2020-11-15 23:44:04
960,BE 181120 - 42,,multiple-choice,0,1,2020-11-15 23:47:02,2020-11-15 23:47:02
961,BE 181120 - 43,,multiple-choice,0,1,2020-11-15 23:49:14,2020-11-15 23:49:14
962,BE 181120 - 44,,multiple-choice,0,1,2020-11-15 23:51:13,2020-11-15 23:51:13
963,BE 181120 - 45,,multiple-choice,0,1,2020-11-15 23:53:16,2020-11-15 23:53:16
964,BE 181120 - 46,,multiple-choice,0,1,2020-11-15 23:56:00,2020-11-15 23:56:00
965,BE 181120 - 47,,multiple-choice,0,1,2020-11-15 23:58:17,2020-11-15 23:58:17
966,BE 181120 - 48,,multiple-choice,0,1,2020-11-16 00:02:29,2020-11-16 00:02:29
967,BE 181120 - 49,,multiple-choice,0,1,2020-11-16 00:04:52,2020-11-16 00:04:52
968,BE 181120 - 50,,multiple-choice,0,1,2020-11-16 00:06:36,2020-11-16 00:06:36
969,BE 181120 - 91,,multiple-choice,0,1,2020-11-16 21:12:14,2020-11-16 21:12:14
970,BE 181120 -92,,multiple-choice,0,1,2020-11-16 21:16:05,2020-11-16 21:16:05
971,BE 181120 - 93,,multiple-choice,0,1,2020-11-16 21:17:53,2020-11-16 21:17:53
972,BE 181120 - 94,,multiple-choice,0,1,2020-11-16 21:21:30,2020-11-16 21:21:30
973,BE 181120 - 95,,multiple-choice,0,1,2020-11-16 21:22:39,2020-11-16 21:22:39
974,BE 181120 - 96,,multiple-choice,0,1,2020-11-16 21:26:26,2020-11-16 21:26:26
975,BE 181120 - 97,,multiple-choice,0,1,2020-11-16 21:27:46,2020-11-16 21:27:46
976,BE 181120 - 98,,multiple-choice,0,1,2020-11-16 21:28:57,2020-11-16 21:28:57
977,BE 181120 - 99,,multiple-choice,0,1,2020-11-16 21:30:26,2020-11-16 21:30:26
978,BE 181120 - 100,,multiple-choice,0,1,2020-11-16 21:31:59,2020-11-16 21:31:59
979,BE 181120 - 51,,multiple-choice,0,1,2020-11-16 21:41:26,2020-11-16 21:41:26
980,BE 181120 - 52,,multiple-choice,0,1,2020-11-16 21:45:14,2020-11-16 21:45:14
981,BE 181120 - 53,,multiple-choice,0,1,2020-11-16 21:47:25,2020-11-16 21:47:25
982,BE 181120 - 54,,multiple-choice,0,1,2020-11-16 21:49:54,2020-11-16 21:49:54
983,BE 181120 - 55,,multiple-choice,0,1,2020-11-16 21:51:41,2020-11-16 21:51:41
984,BE 181120 - 56,,multiple-choice,0,1,2020-11-16 21:53:21,2020-11-16 21:53:21
985,BE 181120 - 57,,multiple-choice,0,1,2020-11-16 21:55:40,2020-11-16 21:55:40
986,BE 181120 - 58,,multiple-choice,0,1,2020-11-16 21:57:34,2020-11-16 21:57:34
987,BE 181120 - 59,,multiple-choice,0,1,2020-11-16 22:00:20,2020-11-16 22:00:20
988,BE 181120 - 60,,multiple-choice,0,1,2020-11-16 22:05:29,2020-11-16 22:05:29
989,BE 181120 - 61,,multiple-choice,0,1,2020-11-16 22:07:20,2020-11-16 22:07:20
990,BE 181120 - 62,,multiple-choice,0,1,2020-11-16 22:12:39,2020-11-16 22:12:39
991,BE 181120 - 63,,multiple-choice,0,1,2020-11-16 22:14:41,2020-11-16 22:14:41
992,BE 181120 - 64,,multiple-choice,0,1,2020-11-16 22:16:35,2020-11-16 22:16:35
993,BE 181120 - 65,,multiple-choice,0,1,2020-11-16 22:18:41,2020-11-16 22:18:41
994,BE 181120 - 66,,multiple-choice,0,1,2020-11-16 22:20:28,2020-11-16 22:20:28
995,BE 181120 - 67,,multiple-choice,0,1,2020-11-16 22:22:19,2020-11-16 22:22:19
996,BE 181120 - 68,,multiple-choice,0,1,2020-11-16 22:24:10,2020-11-16 22:24:10
997,BE 181120 -69,,multiple-choice,0,1,2020-11-16 22:25:58,2020-11-16 22:25:58
998,BE 181120 -70,,multiple-choice,0,1,2020-11-16 22:28:05,2020-11-16 22:28:05
999,BE 181120 -71,,multiple-choice,0,1,2020-11-17 03:23:27,2020-11-17 03:23:27
1000,BE 181120 - 72,,multiple-choice,0,1,2020-11-17 03:25:20,2020-11-17 03:25:20
1001,BE 181120 - 73,,multiple-choice,0,1,2020-11-17 03:27:30,2020-11-17 03:27:30
1002,BE 181120 - 74,,multiple-choice,0,1,2020-11-17 03:33:52,2020-11-17 03:33:52
1003,BE 181120 - 75,,multiple-choice,0,1,2020-11-17 03:35:41,2020-11-17 03:35:41
1004,B E 181120 - 76,,multiple-choice,0,1,2020-11-17 03:37:37,2020-11-17 03:37:37
1005,BE 181120 - 77,,multiple-choice,0,1,2020-11-17 03:39:09,2020-11-17 03:39:09
1006,BE 181120 - 78,,multiple-choice,0,1,2020-11-17 03:41:19,2020-11-17 03:41:19
1007,BE 181120 - 79,,multiple-choice,0,1,2020-11-17 03:43:59,2020-11-17 03:43:59
1008,BE 181120 - 80,,multiple-choice,0,1,2020-11-17 03:47:36,2020-11-17 03:47:36
1009,BE 181120 - 81,,multiple-choice,0,1,2020-11-17 03:52:44,2020-11-17 03:52:44
1010,BE 181120 - 82,,multiple-choice,0,1,2020-11-17 03:55:01,2020-11-17 03:55:01
1011,BE 181120 - 83,,multiple-choice,0,1,2020-11-17 03:56:50,2020-11-17 03:56:50
1012,BE 181120 - 84,,multiple-choice,0,1,2020-11-17 04:00:07,2020-11-17 04:00:07
1013,BE 181120 - 85,,multiple-choice,0,1,2020-11-17 04:07:21,2020-11-17 04:07:21
1014,BE 181120 - 86,,multiple-choice,0,1,2020-11-17 04:09:30,2020-11-17 04:09:30
1015,BE 181120 - 87,,multiple-choice,0,1,2020-11-17 04:11:35,2020-11-17 04:11:35
1016,BE 181120 - 88,,multiple-choice,0,1,2020-11-17 04:13:10,2020-11-17 04:13:10
1017,BE 181120 - 89,,multiple-choice,0,1,2020-11-17 04:14:57,2020-11-17 04:14:57
1018,BE 181120 - 90,,multiple-choice,0,1,2020-11-17 04:16:30,2020-11-17 04:16:30
1019,BE 270521 - 01,,multiple-choice,1,0,2021-05-25 21:58:27,2021-05-25 21:58:27
1020,BE 270521 - 04,"<p>A 23-year-old man sustains multiple injuries in a high-speed motor vehicle collision. Among his injuries are a right transverse-posterior wall acetabular fracture, a left open tibia fracture with compartment syndrome, and a right calcaneus fracture.</p>",multiple-choice,1,0,2021-05-25 22:07:39,2021-05-25 22:17:37
1021,BE 270521 - 01,"<p>A mother came to your clinic complaining about her 7-day old baby with a flailing right upper extremity. She noticed that the baby&rsquo;s right upper extremity looks less active than the left side since, after the birth, she also said that it is her first child and the baby&#39;s birth weight was 4.200 gr with a breech presentation. From the physical examination, you found that the shoulder looked abnormally adducted and the forearm internally rotated.</p>",multiple-choice,1,0,2021-05-25 22:19:28,2021-05-25 22:29:23
1023,BE 270521 - 10,,multiple-choice,0,1,2021-05-25 22:39:48,2021-05-25 22:39:48
1024,BE 270521 - Hand 01,<p>A 35-year-old male came to the emergency department with pain in his right index finger. He stated that he was working with tattoo needles when the needle punctured him in his right index finger 5 days ago. He reports pain and he could not work because of this condition. You were consulted by the emergency department to address this patient&rsquo;s condition.</p>,essay,1,0,2021-05-25 22:45:20,2021-05-25 22:50:33
1025,BE 270521 - 07,,multiple-choice,1,0,2021-05-25 23:22:08,2021-05-25 23:22:08
1026,BE 270521 - Hand 02,"<p>A 35-year-old male presented to your outpatient clinic with a complaint of wrist pain, which was felt when he was working. He mentioned previous trauma to his left hand. He also stated that he works using his left hand.</p>",essay,1,0,2021-05-26 08:18:46,2021-05-26 08:22:05
1027,BE 270521 - Hand 03,<p>Below are the radiographic findings of the left elbow after sustaining an injury of the motor vehicle accident.</p>,essay,1,0,2021-05-26 08:22:51,2021-05-26 08:26:32
1028,BE 270521 - Hand 04,"<p>A 45-year-old woman comes to an outpatient clinic, complaining of pain and catching one of her left-hand fingers. She sometimes has to use help to straighten the affected finger. She also complains of clicking when moving her fingers. She denied a history of trauma and diabetes.</p>",essay,1,0,2021-05-26 08:26:54,2021-05-26 08:31:23
1029,BE 270521 - Hand 05,<p>A 57-year-old woman with pain in the left wrist after falling down. She held out her arms to hold her fall and she experienced pain right after the impact. Below is the x-ray findings</p>,essay,1,0,2021-05-26 08:32:18,2021-05-26 08:35:28
1030,BE 270521 - AR 01,<p>A 72-year-old female came with bilateral knee pain. The pain aggravated while walking. No history of previous trauma. Joint crepitation was found upon physical examination. All laboratory results were normal. Here are the clinical and radiological pictures</p>,essay,1,0,2021-05-26 08:43:35,2021-05-26 08:46:43
1031,BE 270521 - AR 02,"<p>A 56-year-old man came to the outpatient clinic with deformity of his right foot. The deformity was gradual, painless, and started a year ago. No history of trauma and signs of infection. There was a history of uncontrolled blood sugar. Laboratory examination revealed an increase in ESR and WBC.</p>",essay,1,0,2021-05-26 08:47:10,2021-05-26 08:51:53
1032,BE 270521 - AR 03,"<p>A 30-year-old active male came with a pain on his right knee after being involved in a traffic accident. He refused to move his knee due to the pain. Upon examination, the knee was swollen with no apparent wound. Here is the radiological examination</p>",essay,1,0,2021-05-26 08:52:24,2021-05-26 08:54:57
1033,BE 270521 - AR 04,<p>A 60-year-old male came in with a pain in his right hip. He had history of prolonged consumption of traditional medicine</p>,essay,1,0,2021-05-26 08:55:30,2021-05-26 08:58:02
1034,BE 270521 - AR 05,"<p>A 63-year-old male came with a painful, swollen, and warm right knee. Two weeks ago, he underwent a knee replacement surgery. He had fever and initial blood count showed increased ESR (70 mm/h) and leucocyte count (23.000)</p>",essay,1,0,2021-05-26 08:58:31,2021-05-26 09:00:27
1035,BE 270521 - Onco 01,"<p>An 11-year-old female came to the outpatient clinic with excruciating pain in her left knee, she had a lump since &plusmn; 4 months ago, and went to the bone setter. The lump gets bigger and more painful since &plusmn; 1 week. Figures below is the image of clinical picture and other additional examination</p>",essay,1,0,2021-05-26 09:01:08,2021-05-26 09:04:01
1036,BE 270521 - Onco 02,"<p>A 37 years old female presented to the hospital with a chief complaint of a lump in her left wrist. The lump is progressively bigger in 6 months. She also complained of pain in the last 3 months. She had a dull pain related to activities. Biopsy had been performed.</p>

<p><strong>Laboratory findings :</strong></p>

<ul>
	<li>Hemoglobin&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 12.3 g/Dl (12.0 &ndash; 14.0)</li>
	<li>Leucocytes&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 8300 / &mu;L 5000 &ndash; 10.000</li>
	<li>CRP&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 0.3 mg/L&nbsp; (0.0 &ndash; 5.0)</li>
	<li>&nbsp;LDH 135 U/L (&lt; 215)</li>
	<li>SAP&nbsp; 36 U/L&nbsp;&nbsp; (&lt; 187)</li>
</ul>",essay,1,0,2021-05-26 09:06:16,2021-05-26 09:08:52
1037,BE 270521 - Onco 03,<p>A 50-years old male suddenly suffering severe pain in his left arm</p>,essay,1,0,2021-05-26 09:09:44,2021-05-26 09:12:04
1038,BE 270521 - Onco 04,<p>A 16-years old boy have moderate pain on his right hip since 6 months</p>,essay,1,0,2021-05-26 09:16:48,2021-05-26 09:17:14
1039,BE 270521 - Onco 05,"<p>A 47-year-old female presented to the hospital with difficulty in mixturation 3 months before admission. By then she also complained about the defecation problem. No disturbance of walking. No history of trauma.&nbsp; Core biopsy had been done.</p>

<p>Laboratory findings :</p>

<ul>
	<li>Hemoglobin 10.7 g/Dl 12.0 &ndash; 14.0</li>
	<li>Leucocytes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 5380 / &mu;L 5000 &ndash; 10.000</li>
	<li>CRP 0.3 mg/L&nbsp; (0.0 &ndash; 5.0)</li>
	<li>LDH 450 U/L&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; (&lt; 215)</li>
	<li>SAP&nbsp; 64 U/L&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; (&lt; 187)</li>
</ul>",essay,1,0,2021-05-26 09:19:15,2021-05-26 09:20:43
1040,BE 270521 - Ped 01,<p>A 14-month girl with normal developmental milestones walks with a trendelenburg gait. The x-ray is as follow</p>,essay,1,0,2021-05-26 09:22:53,2021-05-26 09:24:16
1041,BE 270521 - Ped 02,"<p>This is an 8 year old boy with <strong>Short Stature</strong> and knocked knees. The deformity seems to be worsening however does not appear to cause any pain. Clinically, the child has severe genu valgum</p>",essay,1,0,2021-05-26 09:26:10,2021-05-26 09:28:02
1042,BE 270521 - Ped 03,<p>A child came with the following condition as shown by the picture</p>,essay,1,0,2021-05-26 09:28:23,2021-05-26 09:30:01
1043,BE 270521 - Ped 04,"<p>An 8-year-old female has developed an antalgic gait since the last 2 days. She reluctantly&nbsp; weight-bear on her right foot. There was a history of a fall down 4 days ago and an upper respiratory tract 1 week ago. Today she begins to develop a fever and she goes to see you in your outpatient clinic.</p>

<p><strong>Laboratory:</strong></p>

<p>Haemoglobin&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; 10.5 gr/dl</p>

<p>Hematocryte&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; 31.7 %</p>

<p>Thrombocyte&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; 424.000/mm3</p>

<p>Leucocyte&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp; 15.000/mm3</p>",essay,1,0,2021-05-26 09:31:42,2021-05-26 09:34:35
1044,BE 270521 - Ped 05,"<p>A 7-year-old boy fell on outstretched hand. His right elbow is swollen, tender and could not be moved due to pain. X ray Shows he sustained Supracondylar fracture Gartland III</p>",essay,1,0,2021-05-26 09:35:07,2021-05-26 09:38:09
1045,BE 270521 - Spine 01,"<p>A girl, 14 y.o., came to your clinic with a complaint of bent back</p>",essay,1,0,2021-05-26 09:39:25,2021-05-26 09:39:56
1046,BE 270521 - Spine 02,"<p>Female, 60 years old female suffered from severe low back pain 4 days ago. She still can walk but with pain. Pain is not getting better even when she sleeps in the bed. She denied history trauma. She has a history of type II DM but not routinely controlled. Sometimes she felt low grade fever.</p>

<p><strong>Physical finding:</strong></p>

<p>VAS 7-8</p>

<p>Spinal tenderness around Lumbosacral area</p>

<p>Limitation range of motion due to pain</p>

<p>Normal motoric and sensory of lower leg</p>

<p><strong>Laboratory:</strong></p>

<p>Hemoglobin: 11,5</p>

<p>Leukocytes: 16.700</p>

<p>ESR/CRP:&nbsp; 110/30</p>",essay,1,0,2021-05-26 09:44:30,2021-05-26 09:45:02
1047,BE 270521 - Spine 03,"<p>Male, 20 years old, came to the ER after a car accident. Primary survey clear and hemodynamics stable. Neurologically intact but there is spinal tenderness and skin mark in abdominal area.</p>",essay,1,0,2021-05-26 09:47:35,2021-05-26 09:48:07
1048,BE 270521 - Spine 04,"<p>Male, 40 years old, came to your clinic suffering with low back pain radiating to left leg for 1 month previously. Pain aggravated after lifting heavy material in flexion position. He has been doing physical therapy but no significant improvement. MRI result shown below</p>",essay,1,0,2021-05-26 09:49:56,2021-05-26 09:50:31
1049,BE 270521 - Spine 05,"<p>Male, 32 y.o came to ER due to tetraplegic after fall from 3rd floor building</p>",essay,1,0,2021-05-26 09:52:09,2021-05-26 09:52:38
1050,BE 270521 - 07,<p>The figure above is the anteroposterior radiograph of a 44-year-old firefighter who falls from his road bike and sustains a closed midshaft clavicle fracture.</p>,multiple-choice,1,0,2021-05-26 12:49:55,2021-05-26 12:52:50
1051,BE 270521 - 09,,multiple-choice,0,1,2021-05-26 12:53:13,2021-05-26 12:53:13
1052,BE 270521 - 11,<p>A 30-year-old man sustained a grade 3B open injury of his tibia with a comminuted fracture pattern around his knee area. He underwent a temporary external fixation and debridement for his conditions and was later scheduled for a replacement of his external fixation into an internal plating</p>,multiple-choice,1,0,2021-05-26 12:56:13,2021-05-26 13:00:52
1053,BE 270521 - 13,,multiple-choice,0,1,2021-05-26 13:01:46,2021-05-26 13:01:46
1054,BE 270521 - 14,,multiple-choice,0,1,2021-05-26 13:05:14,2021-05-26 13:05:14
1055,BE 270521 - 15,,multiple-choice,0,1,2021-05-26 13:08:05,2021-05-26 13:08:05
1056,BE 270521 - 16,,multiple-choice,0,1,2021-05-26 13:11:12,2021-05-26 13:11:12
1057,BE 270521 - 17,,multiple-choice,0,1,2021-05-26 13:13:07,2021-05-26 13:13:07
1058,BE 270521 - 18,,multiple-choice,0,1,2021-05-26 13:15:46,2021-05-26 13:15:46
1059,BE 270521 - 19,,multiple-choice,0,1,2021-05-26 13:17:52,2021-05-26 13:17:52
1060,BE 270521 - 20,,multiple-choice,0,1,2021-05-26 13:19:25,2021-05-26 13:19:25
1061,BE 270521 - 21,,multiple-choice,0,1,2021-05-26 13:20:58,2021-05-26 13:20:58
1062,BE 270521 - 22,,multiple-choice,0,1,2021-05-26 13:23:01,2021-05-26 13:23:01
1063,BE 270521 - 23,,multiple-choice,0,1,2021-05-26 13:25:57,2021-05-26 13:25:57
1064,BE 270521 - 24,,multiple-choice,0,1,2021-05-26 13:28:22,2021-05-26 13:28:22
1065,BE 270521 - 25,,multiple-choice,0,1,2021-05-26 13:30:35,2021-05-26 13:30:35
1066,BE 270521 - 26,,multiple-choice,0,1,2021-05-26 13:32:34,2021-05-26 13:32:34
1067,BE 270521 - 28,,multiple-choice,0,1,2021-05-26 13:35:21,2021-05-26 13:39:08
1068,BE 270521 - 29,,multiple-choice,0,1,2021-05-26 13:39:24,2021-05-26 13:39:24
1070,BE 270521 - 31,,multiple-choice,0,1,2021-05-26 13:46:47,2021-05-26 13:46:47
1071,BE 270521 - 32,,multiple-choice,0,1,2021-05-26 13:48:54,2021-05-26 13:48:54
1072,BE 270521 - 33,<p>The figure below is the clinical photograph of an infant with foot deformities</p>,multiple-choice,1,0,2021-05-26 13:52:42,2021-05-26 13:58:11
1073,BE 270521 - 35,,multiple-choice,0,1,2021-05-26 13:58:46,2021-05-26 13:58:46
1074,BE 270521 - 36,,multiple-choice,0,1,2021-05-26 14:00:50,2021-05-26 14:00:50
1075,BE 270521 - 37,,multiple-choice,0,1,2021-05-26 14:27:18,2021-05-26 14:27:18
1076,BE 270521 - 38,,multiple-choice,0,1,2021-05-26 14:29:19,2021-05-26 14:29:19
1077,BE 270521 - 39,,multiple-choice,0,1,2021-05-26 14:31:56,2021-05-26 14:31:56
1078,BE 270521 - 51,,multiple-choice,0,1,2021-05-26 15:11:27,2021-05-26 15:11:27
1079,BE 270521 - 52,,multiple-choice,0,1,2021-05-26 15:13:48,2021-05-26 15:13:48
1080,BE 270521 - 53,,multiple-choice,0,1,2021-05-26 15:16:21,2021-05-26 15:16:21
1081,BE 270521 - 54,,multiple-choice,0,1,2021-05-26 15:18:45,2021-05-26 15:18:45
1082,BE 270521 - 55,,multiple-choice,0,1,2021-05-26 15:20:42,2021-05-26 15:20:42
1083,BE 270521 - 56,,multiple-choice,0,1,2021-05-26 15:22:30,2021-05-26 15:22:30
1084,BE 270521 - 57,,multiple-choice,0,1,2021-05-26 15:24:31,2021-05-26 15:24:31
1085,BE 270521 - 58,,multiple-choice,0,1,2021-05-26 15:27:00,2021-05-26 15:27:00
1086,BE 270521 - 59,,multiple-choice,0,1,2021-05-26 15:28:40,2021-05-26 15:28:40
1087,BE 270521 - 60,,multiple-choice,0,1,2021-05-26 15:30:13,2021-05-26 15:30:13
1088,BE 270521 - 61,,multiple-choice,0,1,2021-05-26 15:32:56,2021-05-26 15:32:56
1089,BE 270521 - 62,,multiple-choice,0,1,2021-05-26 15:34:23,2021-05-26 15:34:23
1090,BE 270521 - 63,,multiple-choice,0,1,2021-05-26 15:38:04,2021-05-26 15:38:04
1091,BE 270521 - 64,,multiple-choice,0,1,2021-05-26 15:40:11,2021-05-26 15:40:11
1092,BE 270521 - 65,,multiple-choice,0,1,2021-05-26 15:42:20,2021-05-26 15:42:20
1093,BE 270521 - 66,,multiple-choice,0,1,2021-05-26 15:44:58,2021-05-26 15:44:58
1094,BE 270521 - 67,,multiple-choice,0,1,2021-05-26 15:48:24,2021-05-26 15:48:24
1095,BE 270521 - 68,,multiple-choice,0,1,2021-05-26 15:50:50,2021-05-26 15:50:50
1096,BE 270521 - 69,,multiple-choice,0,1,2021-05-26 15:52:17,2021-05-26 15:52:17
1097,BE 270521 - 70,,multiple-choice,0,1,2021-05-26 15:53:56,2021-05-26 15:53:56
1098,BE 270521 - 71,,multiple-choice,0,1,2021-05-26 15:57:04,2021-05-26 15:57:04
